餐饮	餐飲	can1yin3	cānyǐn	ăn uống; ẩm thực
草原	草原	cao3yuan2	cǎoyuán	thảo nguyên
册	冊	ce4	cè	(lượng từ) cuốn, quyển; sổ sách
层次	層次	ceng2ci4	céngcì	tầng lớp; cấp độ; thứ bậc
叉	叉	cha1	chā	cái nĩa; chạc
叉子	叉子	cha1zi5	chāzi	cái nĩa
差别	差別	cha1bie2	chābié	sự khác biệt; chênh lệch
差距	差距	cha1ju4	chājù	khoảng cách; chênh lệch
插	插	cha1	chā	cắm; chen vào
查询	查詢	cha2xun2	cháxún	tra cứu; hỏi thông tin
差点儿	差點兒	cha4dian3r5	chàdiǎnr	suýt nữa; thiếu chút nữa
拆	拆	chai1	chāi	tháo dỡ; bóc (thư)
拆除	拆除	chai1chu2	chāichú	tháo dỡ; phá bỏ
产业	產業	chan3ye4	chǎnyè	ngành nghề; ngành sản xuất
长度	長度	chang2du4	chángdù	chiều dài; độ dài
长寿	長壽	chang2shou4	chángshòu	sống lâu; trường thọ
肠	腸	chang2	cháng	ruột
尝	嘗	chang2	cháng	nếm; nếm thử; nếm trải
尝试	嘗試	chang2shi4	chángshì	thử; thử nghiệm
厂长	廠長	chang3zhang3	chǎngzhǎng	giám đốc nhà máy
场面	場面	chang3mian4	chǎngmiàn	cảnh tượng; quang cảnh
倡导	倡導	chang4dao3	chàngdǎo	đề xướng; khởi xướng
超越	超越	chao1yue4	chāoyuè	vượt qua; vượt lên trên
车主	車主	che1zhu3	chēzhǔ	chủ xe
称号	稱號	cheng1hao4	chēnghào	danh hiệu; tên gọi
成本	成本	cheng2ben3	chéngběn	giá thành; chi phí
成交	成交	cheng2jiao1	chéngjiāo	thành giao; chốt được giao dịch
成效	成效	cheng2xiao4	chéngxiào	hiệu quả; thành quả
成语	成語	cheng2yu3	chéngyǔ	thành ngữ
承办	承辦	cheng2ban4	chéngbàn	đứng ra tổ chức; nhận làm
城里	城裡	chénglǐ	chénglǐ	trong thành phố; trong nội thành
乘	乘	cheng2	chéng	đi (xe); nhân lúc
乘车	乘車	cheng2che1	chéngchē	đi xe; ngồi xe
乘客	乘客	cheng2ke4	chéngkè	hành khách
乘坐	乘坐	cheng2zuo4	chéngzuò	đi (xe, tàu, máy bay)
吃力	吃力	chi1li4	chīlì	tốn sức; vất vả
池子	池子	chi2zi5	chízi	cái ao; bể (bơi)
迟	遲	chi2	chí	muộn; chậm trễ
冲动	衝動	chong1dong4	chōngdòng	bốc đồng; xung động
冲突	衝突	chong1tu1	chōngtū	xung đột; va chạm
充足	充足	chong1zu2	chōngzú	đầy đủ; dồi dào
愁	愁	chou2	chóu	lo lắng; buồn phiền
丑	丑	chou3	chǒu	xấu xí; vai hề (trong hí kịch)
臭	臭	chou4	chòu	hôi; thối
出版	出版	chu1ban3	chūbǎn	xuất bản
出差	出差	chu1chai1	chūchāi	đi công tác
出汗	出汗	chu1han4	chūhàn	ra mồ hôi; toát mồ hôi
出于	出於	chu1yu2	chūyú	xuất phát từ; do bởi
初期	初期	chu1qi1	chūqī	thời kỳ đầu; giai đoạn đầu
除非	除非	chu2fei1	chúfēi	trừ phi; chỉ khi
除夕	除夕	Chu2xi1	Chúxī	đêm giao thừa
厨房	廚房	chu2fang2	chúfáng	nhà bếp
处罚	處罰	chu3fa2	chǔfá	xử phạt; phạt
处分	處分	chu3fen4	chǔfèn	kỷ luật; xử lý kỷ luật
处在	處在	chu3zai4	chǔzài	đang ở vào; nằm ở
传达	傳達	chuan2da2	chuándá	truyền đạt; chuyển lời
传递	傳遞	chuan2di4	chuándì	truyền đi; chuyển giao
传真	傳真	chuan2zhen1	chuánzhēn	fax; điện thư sao chép
窗帘	窗簾	chuang1lian2	chuānglián	rèm cửa sổ
闯	闖	chuang3	chuǎng	xông vào; lao tới; bươn chải
创立	創立	chuang4li4	chuànglì	sáng lập; thành lập
辞典	辭典	ci2dian3	cídiǎn	từ điển
辞职	辭職	ci2zhi2	cízhí	từ chức; xin thôi việc
此后	此後	ci3hou4	cǐhòu	sau đó; từ đó về sau
此刻	此刻	ci3ke4	cǐkè	lúc này; ngay bây giờ
此时	此時	ci3shi2	cǐshí	lúc này; giờ đây
聪明	聰明	cong1ming5	cōngming	thông minh; lanh lợi
从而	從而	cong2er2	cóngér	từ đó mà; do đó
从中	從中	cong2zhong1	cóngzhōng	từ trong đó; trong đó
脆	脆	cui4	cuì	giòn; giòn tan
存款	存款	cun2kuan3	cúnkuǎn	tiền gửi ngân hàng; gửi tiền
寸	寸	cun4	cùn	tấc (đơn vị đo chiều dài)
达成	達成	da2cheng2	dáchéng	đạt được; đi đến (thỏa thuận)
答	答	da2	dá	trả lời; đáp
答复	答覆	da2fu4	dáfù	trả lời; phúc đáp
打扮	打扮	da3ban5	dǎban	trang điểm; ăn diện; hóa trang
打包	打包	da3bao1	dǎbāo	đóng gói; gói mang về
打击	打擊	da3ji1	dǎjī	đánh; giáng đòn; trấn áp
打架	打架	da3jia4	dǎjià	đánh nhau
打扰	打擾	da3rao3	dǎrǎo	làm phiền; quấy rầy
大胆	大膽	da4dan3	dàdǎn	to gan; táo bạo; mạnh dạn
大都	大都	da4dou1	dàdōu	phần lớn; đại đa số
大纲	大綱	da4gang1	dàgāng	đề cương; đại cương
大伙儿	大伙兒	da4huo3r5	dàhuǒr	mọi người; cả nhà
大奖赛	大獎賽	da4jiang3sai4	dàjiǎngsài	giải đấu lớn; giải grand prix
大脑	大腦	da4nao3	dànǎo	đại não; bộ não
大事	大事	da4shi4	dàshì	việc lớn; đại sự
大厅	大廳	da4ting1	dàtīng	đại sảnh; phòng lớn
大象	大象	da4xiang4	dàxiàng	con voi
大熊猫	大熊貓	da4xiong2mao1	dàxióngmāo	gấu trúc lớn
大于	大於	da4yu2	dàyú	lớn hơn
大致	大致	da4zhi4	dàzhì	đại thể; đại khái; nói chung
呆	呆	dai1	dāi	đờ đẫn; ngốc nghếch; ngây ra
待	待	dai4	dài	đợi; đối đãi
代价	代價	dai4jia4	dàijià	cái giá phải trả
代理	代理	dai4li3	dàilǐ	đại diện; đại lý; quyền (chức vụ)
带有	帶有	dai4you3	dàiyǒu	mang tính; có kèm
贷款	貸款	dai4kuan3	dàikuǎn	khoản vay; cho vay
单一	單一	dan1yi1	dānyī	đơn nhất; duy nhất
胆	膽	dan3	dǎn	mật; gan dạ
胆小	膽小	dan3xiao3	dǎnxiǎo	nhát gan; nhút nhát
蛋糕	蛋糕	dan4gao1	dàngāo	bánh ga-tô; bánh kem
当场	當場	dang1chang3	dāngchǎng	ngay tại chỗ; tại trận
当代	當代	dang1dai4	dāngdài	đương đại; thời nay
当年	當年	dang1nian2	dāngnián	hồi đó; năm ấy
当前	當前	dang1qian2	dāngqián	hiện nay; trước mắt
当选	當選	dang1xuan3	dāngxuǎn	trúng cử; được bầu
挡	擋	dang3	dǎng	chắn; cản; che
到来	到來	dao4lai2	dàolái	đến; sự đến
倒是	倒是	dao4shi5	dàoshi	thật ra thì; trái lại
道德	道德	dao4de2	dàodé	đạo đức
得了	得了	de2le5	déle	thôi được rồi!; đủ rồi!
得以	得以	de2yi3	déyǐ	có thể; nhờ đó mà được
等候	等候	deng3hou4	děnghòu	chờ đợi; đợi
等级	等級	deng3ji2	děngjí	đẳng cấp; thứ bậc
低于	低於	di1yu2	dīyú	thấp hơn
地带	地帶	di4dai4	dìdài	vùng; khu vực; địa đới
地形	地形	di4xing2	dìxíng	địa hình
地震	地震	di4zhen4	dìzhèn	động đất
递	遞	di4	dì	đưa; chuyển; trao
递给	遞給	di4gei3	dìgěi	đưa cho
典礼	典禮	dian3li3	diǎnlǐ	lễ (nghi thức); điển lễ
点燃	點燃	dian3ran2	diǎnrán	đốt cháy; thắp lên
电池	電池	dian4chi2	diànchí	pin
电饭锅	電飯鍋	dian4fan4guo1	diànfànguō	nồi cơm điện
电子版	電子版	dian4zi3ban3	diànzǐbǎn	bản điện tử
调动	調動	diao4dong4	diàodòng	điều động; huy động
丢	丟	diu1	diū	mất; đánh mất; vứt
动机	動機	dong4ji1	dòngjī	động cơ (làm việc gì)
动手	動手	dong4shou3	dòngshǒu	bắt tay làm; động thủ; ra tay
动态	動態	dong4tai4	dòngtài	động thái; diễn biến
动员	動員	dong4yuan2	dòngyuán	động viên; huy động
冻	凍	dong4	dòng	đông lạnh; lạnh cóng; món thạch
洞	洞	dong4	dòng	cái lỗ; hang động
豆制品	豆製品	dou4zhi4pin3	dòuzhìpǐn	sản phẩm từ đậu
毒	毒	du2	dú	độc; chất độc; đầu độc
堆	堆	dui1	duī	chất đống; đống
对立	對立	dui4li4	duìlì	đối lập; đối kháng
对应	對應	dui4ying4	duìyìng	tương ứng; đối ứng
吨	噸	dun1	dūn	tấn (đơn vị khối lượng)
朵	朵	duo3	duǒ	(lượng từ) bông (hoa), đám (mây)
躲	躲	duo3	duǒ	trốn; né tránh
儿女	兒女	er2nü3	érnǚ	con cái
耳朵	耳朵	er3duo5	ěrduo	tai
二维码	二維碼	er4wei2ma3	èrwéimǎ	mã QR; mã vạch hai chiều
发布	發佈	fa1bu4	fābù	công bố; phát hành; đăng tải
发觉	發覺	fa1jue2	fājué	phát hiện ra; nhận ra
发射	發射	fa1she4	fāshè	phóng; bắn; phóng đi
发行	發行	fa1xing2	fāxíng	phát hành; xuất bản
罚	罰	fa2	fá	phạt
罚款	罰款	fa2kuan3	fákuǎn	phạt tiền; tiền phạt
法规	法規	fa3gui1	fǎguī	pháp quy; quy định pháp luật
法制	法制	fa3zhi4	fǎzhì	pháp chế
繁荣	繁榮	fan2rong2	fánróng	phồn vinh; thịnh vượng
返回	返回	fan3hui2	fǎnhuí	quay về; trở về
防治	防治	fang2zhi4	fángzhì	phòng và chữa trị
放大	放大	fang4da4	fàngdà	phóng to; phóng đại
放弃	放棄	fang4qi4	fàngqì	từ bỏ; buông bỏ
分成	分成	fen1cheng2	fēnchéng	chia thành; ăn chia
分解	分解	fen1jie3	fēnjiě	phân giải; phân hủy
分类	分類	fen1lei4	fēnlèi	phân loại
分离	分離	fen1li2	fēnlí	tách ra; chia lìa
分析	分析	fen1xi1	fēnxī	phân tích
分享	分享	fen1xiang3	fēnxiǎng	chia sẻ
丰收	豐收	feng1shou1	fēngshōu	được mùa; bội thu
风度	風度	feng1du4	fēngdù	phong độ; phong thái
风光	風光	feng1guang1	fēngguāng	phong cảnh; cảnh sắc
疯	瘋	feng1	fēng	điên; điên cuồng
疯狂	瘋狂	feng1kuang2	fēngkuáng	điên cuồng; cuồng nhiệt
扶	扶	fu2	fú	đỡ; dìu; nâng
服从	服從	fu2cong2	fúcóng	phục tùng; tuân theo
幅	幅	fu2	fú	(lượng từ) bức (tranh, vải); bề ngang
幅度	幅度	fu2du4	fúdù	biên độ; mức độ
福利	福利	fu2li4	fúlì	phúc lợi
辅助	輔助	fu3zhu4	fǔzhù	hỗ trợ; phụ trợ
负责人	負責人	fu4ze2ren2	fùzérén	người phụ trách
附件	附件	fu4jian4	fùjiàn	tệp đính kèm; phụ lục
改革	改革	gai3ge2	gǎigé	cải cách
干脆	乾脆	gan1cui4	gāncuì	dứt khoát; thẳng thắn; chi bằng
干扰	干擾	gan1rao3	gānrǎo	quấy nhiễu; gây nhiễu
干预	干預	gan1yu4	gānyù	can thiệp; can dự
感想	感想	gan3xiang3	gǎnxiǎng	cảm nghĩ; cảm tưởng
钢笔	鋼筆	gang1bi3	gāngbǐ	bút máy
钢琴	鋼琴	gang1qin2	gāngqín	đàn piano
高大	高大	gao1da4	gāodà	cao lớn; sừng sững
高度	高度	gao1du4	gāodù	độ cao; chiều cao
高跟鞋	高跟鞋	gao1gen1xie2	gāogēnxié	giày cao gót
高温	高溫	gao1wen1	gāowēn	nhiệt độ cao
高于	高於	gao1yu2	gāoyú	cao hơn
高原	高原	gao1yuan2	gāoyuán	cao nguyên
搞	搞	gao3	gǎo	làm; xoay xở
搞好	搞好	gao3hao3	gǎohǎo	làm cho tốt; làm tốt
歌曲	歌曲	ge1qu3	gēqǔ	bài hát; ca khúc
隔壁	隔壁	ge2bi4	gébì	bên cạnh; nhà bên
个儿	個兒	ge4r5	gèr	vóc dáng; tầm vóc; cỡ
跟前	跟前	gen1qian2	gēnqián	trước mặt; bên cạnh
跟随	跟隨	gen1sui2	gēnsuí	đi theo; theo sau
更换	更換	geng1huan4	gēnghuàn	thay; thay thế
更新	更新	geng1xin1	gēngxīn	đổi mới; cập nhật
工艺	工藝	gong1yi4	gōngyì	công nghệ chế tác; thủ công mỹ nghệ
工作日	工作日	gong1zuo4ri4	gōngzuòrì	ngày làm việc
公告	公告	gong1gao4	gōnggào	thông cáo; thông báo
公认	公認	gong1ren4	gōngrèn	được công nhận; ai cũng thừa nhận
公式	公式	gong1shi4	gōngshì	công thức
公正	公正	gong1zheng4	gōngzhèng	công bằng; công chính
共计	共計	gong4ji4	gòngjì	tổng cộng; cộng lại
共享	共享	gong4xiang3	gòngxiǎng	dùng chung; chia sẻ
沟	溝	gou1	gōu	rãnh; mương
沟通	溝通	gou1tong1	gōutōng	giao tiếp; trao đổi; thông nhau
估计	估計	gu1ji4	gūjì	ước tính; đoán chừng
古老	古老	gu3lao3	gǔlǎo	cổ xưa; cổ kính
鼓	鼓	gu3	gǔ	cái trống; đánh trống; khích lệ
鼓励	鼓勵	gu3li4	gǔlì	khích lệ; động viên
鼓掌	鼓掌	gu3zhang3	gǔzhǎng	vỗ tay
顾问	顧問	gu4wen4	gùwèn	cố vấn
关怀	關懷	guan1huai2	guānhuái	quan tâm; chăm lo
关键	關鍵	guan1jian4	guānjiàn	mấu chốt; then chốt
冠军	冠軍	guan4jun1	guànjūn	quán quân; vô địch
光荣	光榮	guang1rong2	guāngróng	vinh quang; vẻ vang
光线	光線	guang1xian4	guāngxiàn	tia sáng; ánh sáng
广	廣	guang3	guǎng	rộng; rộng khắp
广泛	廣泛	guang3fan4	guǎngfàn	rộng rãi; rộng khắp
规划	規劃	gui1hua4	guīhuà	quy hoạch; kế hoạch
鬼	鬼	gui3	guǐ	ma; quỷ
柜子	櫃子	gui4zi5	guìzi	cái tủ
滚	滾	gun3	gǔn	lăn; sôi; cút đi
锅	鍋	guo1	guō	cái nồi; cái chảo
国籍	國籍	guo2ji2	guójí	quốc tịch
国民	國民	guo2min2	guómín	quốc dân; người dân trong nước
过度	過度	guo4du4	guòdù	quá độ; quá mức
过敏	過敏	guo4min3	guòmǐn	dị ứng; quá mẫn cảm
过于	過於	guo4yu2	guòyú	quá; quá mức
害	害	hai4	hài	làm hại; gây hại; tai hại
汗	汗	han4	hàn	mồ hôi
好运	好運	hao3yun4	hǎoyùn	vận may; số may
号召	號召	hao4zhao4	hàozhào	kêu gọi; hiệu triệu
合并	合併	he2bing4	hébìng	sáp nhập; hợp nhất
合成	合成	he2cheng2	héchéng	tổng hợp; hợp thành
盒	盒	he2	hé	cái hộp
盒饭	盒飯	he2fan4	héfàn	cơm hộp
盒子	盒子	he2zi5	hézi	cái hộp
贺卡	賀卡	he4ka3	hèkǎ	thiệp chúc mừng
恨	恨	hen4	hèn	ghét; hận
猴	猴	hou2	hóu	con khỉ
后悔	後悔	hou4hui3	hòuhuǐ	hối hận; hối tiếc
胡同儿	胡同兒	hu2tong4r5	hútòngr	ngõ; hẻm (kiểu Bắc Kinh)
胡子	鬍子	hu2zi5	húzi	râu
虎	虎	hu3	hǔ	con hổ
华语	華語	Hua2yu3	Huáyǔ	tiếng Hoa; tiếng Trung
滑	滑	hua2	huá	trơn; trượt; ranh mãnh
化石	化石	hua4shi2	huàshí	hóa thạch
划分	劃分	hua4fen1	huàfēn	phân chia; phân định
画面	畫面	hua4mian4	huàmiàn	khuôn hình; hình ảnh (trên màn hình)
环节	環節	huan2jie2	huánjié	khâu; mắt xích
慌	慌	huang1	huāng	hoảng; luống cuống
慌忙	慌忙	huang1mang2	huāngmáng	vội vàng hốt hoảng
灰色	灰色	hui1se4	huīsè	màu xám
恢复	恢復	hui1fu4	huīfù	khôi phục; hồi phục
回报	回報	hui2bao4	huíbào	báo đáp; sự đền đáp
回避	迴避	hui2bi4	huíbì	né tránh; lảng tránh
回顾	回顧	hui2gu4	huígù	nhìn lại; hồi tưởng
回收	回收	hui2shou1	huíshōu	thu hồi; tái chế
回头	回頭	hui2tou2	huítóu	quay đầu lại; lát nữa
回信	回信	hui2xin4	huíxìn	hồi âm; thư trả lời
回忆	回憶	hui2yi4	huíyì	hồi tưởng; ký ức
汇款	匯款	hui4kuan3	huìkuǎn	gửi tiền; chuyển khoản
会谈	會談	hui4tan2	huìtán	hội đàm; đàm phán
活力	活力	huo2li4	huólì	sức sống; sinh lực
活泼	活潑	huo2po5	huópo	hoạt bát; sôi nổi
火柴	火柴	huo3chai2	huǒchái	diêm (que diêm)
火腿	火腿	huo3tui3	huǒtuǐ	giăm bông
火灾	火災	huo3zai1	huǒzāi	hỏa hoạn; vụ cháy
或是	或是	huo4shi4	huòshì	hoặc là
机器人	機器人	ji1qi4ren2	jīqìrén	người máy; rô-bốt
机制	機制	ji1zhi4	jīzhì	cơ chế
肌肉	肌肉	ji1rou4	jīròu	cơ bắp
基地	基地	ji1di4	jīdì	căn cứ; cơ sở
基金	基金	ji1jin1	jījīn	quỹ; quỹ tài chính
即使	即使	ji2shi3	jíshǐ	cho dù; dù cho
集团	集團	ji2tuan2	jítuán	tập đoàn; nhóm
挤	擠	ji3	jǐ	chen chúc; chen lấn; vắt, nặn
记忆	記憶	ji4yi4	jìyì	ghi nhớ; ký ức
技能	技能	ji4neng2	jìnéng	kỹ năng; tay nghề
继承	繼承	ji4cheng2	jìchéng	kế thừa; thừa kế
加热	加熱	jia1re4	jiārè	đun nóng; hâm nóng
加上	加上	jia1shang4	jiāshàng	cộng thêm; thêm vào
加速	加速	jia1su4	jiāsù	tăng tốc; đẩy nhanh
加以	加以	jia1yi3	jiāyǐ	tiến hành (làm gì đó với); thêm vào
夹	夾	jia1	jiā	kẹp; gắp
甲	甲	jia3	jiǎ	giáp (can thứ nhất); loại A; bên A
价	價	jia4	jià	giá; giá cả
驾驶	駕駛	jia4shi3	jiàshǐ	lái (xe, tàu, máy bay)
驾照	駕照	jia4zhao4	jiàzhào	bằng lái xe
坚定	堅定	jian1ding4	jiāndìng	kiên định; vững vàng
肩	肩	jian1	jiān	vai; gánh vác
艰苦	艱苦	jian1ku3	jiānkǔ	gian khổ; vất vả
艰难	艱難	jian1nan2	jiānnán	gian nan; khó khăn
检验	檢驗	jian3yan4	jiǎnyàn	kiểm nghiệm; kiểm tra
减轻	減輕	jian3qing1	jiǎnqīng	giảm nhẹ; làm nhẹ bớt
剪	剪	jian3	jiǎn	cắt (bằng kéo); xén
剪刀	剪刀	jian3dao1	jiǎndāo	cái kéo
剪子	剪子	jian3zi5	jiǎnzi	cái kéo
间接	間接	jian4jie1	jiànjiē	gián tiếp
建造	建造	jian4zao4	jiànzào	xây dựng; kiến tạo
建筑	建築	jian4zhu4	jiànzhù	xây dựng; công trình kiến trúc
健全	健全	jian4quan2	jiànquán	kiện toàn; lành mạnh; hoàn chỉnh
键	鍵	jian4	jiàn	phím (đàn, máy tính)
键盘	鍵盤	jian4pan2	jiànpán	bàn phím
将	將	jiang1	jiāng	sẽ; sắp
将要	將要	jiang1yao4	jiāngyào	sắp; sẽ
奖励	獎勵	jiang3li4	jiǎnglì	khen thưởng; phần thưởng
交代	交代	jiao1dai4	jiāodài	bàn giao; dặn dò; giải trình
郊区	郊區	jiao1qu1	jiāoqū	ngoại ô; vùng ven
胶带	膠帶	jiao1dai4	jiāodài	băng dính; băng keo
胶水	膠水	jiao1shui3	jiāoshuǐ	keo dán; hồ dán
脚步	腳步	jiao3bu4	jiǎobù	bước chân
接触	接觸	jie1chu4	jiēchù	tiếp xúc; va chạm
接连	接連	jie1lian2	jiēlián	liên tiếp; liên tục
解除	解除	jie3chu2	jiěchú	gỡ bỏ; bãi bỏ; giải trừ
解放	解放	jie3fang4	jiěfàng	giải phóng
戒	戒	jie4	jiè	cai (thuốc, rượu); răn ngừa
届	屆	jie4	jiè	(lượng từ) khóa, kỳ (đại hội, khóa)
今日	今日	jin1ri4	jīnrì	hôm nay
尽管	儘管	jin3guan3	jǐnguǎn	mặc dù; cứ việc
紧紧	緊緊	jin3jin3	jǐnjǐn	chặt chẽ; khăng khít
尽可能	儘可能	jin3ke3neng2	jǐnkěnéng	cố hết sức; càng ... càng tốt
进化	進化	jin4hua4	jìnhuà	tiến hóa
近来	近來	jin4lai2	jìnlái	gần đây; dạo này
经费	經費	jing1fei4	jīngfèi	kinh phí
景象	景象	jing3xiang4	jǐngxiàng	cảnh tượng; quang cảnh
警告	警告	jing3gao4	jǐnggào	cảnh cáo; cảnh báo
竞赛	競賽	jing4sai4	jìngsài	cuộc thi đấu; thi tài
竞争	競爭	jing4zheng1	jìngzhēng	cạnh tranh
酒鬼	酒鬼	jiu3gui3	jiǔguǐ	bợm nhậu; kẻ nghiện rượu
救灾	救災	jiu4zai1	jiùzāi	cứu trợ thiên tai
居然	居然	ju1ran2	jūrán	lại còn; không ngờ lại
局面	局面	ju2mian4	júmiàn	cục diện; tình hình
局长	局長	ju2zhang3	júzhǎng	cục trưởng
举动	舉動	ju3dong4	jǔdòng	hành động; cử chỉ
拒绝	拒絕	ju4jue2	jùjué	từ chối; cự tuyệt
俱乐部	俱樂部	ju4le4bu4	jùlèbù	câu lạc bộ
剧本	劇本	ju4ben3	jùběn	kịch bản
决不	決不	jue2bu4	juébù	quyết không; nhất định không
绝望	絕望	jue2wang4	juéwàng	tuyệt vọng
军人	軍人	jun1ren2	jūnrén	quân nhân; người lính
开幕	開幕	kai1mu4	kāimù	khai mạc
开幕式	開幕式	kai1mu4shi4	kāimùshì	lễ khai mạc
看成	看成	kan4cheng2	kànchéng	coi là; xem như
看出	看出	kan4chu1	kànchū	nhìn ra; nhận ra
看待	看待	kan4dai4	kàndài	nhìn nhận; đối xử; đánh giá
考核	考核	kao3he2	kǎohé	sát hạch; đánh giá (năng lực)
烤肉	烤肉	kao3rou4	kǎoròu	thịt nướng
烤鸭	烤鴨	kao3ya1	kǎoyā	vịt quay
靠近	靠近	kao4jin4	kàojìn	đến gần; sát bên
颗	顆	ke1	kē	(lượng từ) hạt, viên (vật nhỏ tròn)
咳	咳	hai1	hāi	(thán từ) ôi chao, chà; ho
可	可	ke3	kě	có thể; nhưng mà; đáng (khen, tiếc)
可怜	可憐	ke3lian2	kělián	đáng thương; tội nghiệp
可惜	可惜	ke3xi1	kěxī	đáng tiếc; tiếc là
渴望	渴望	ke3wang4	kěwàng	khao khát; mong mỏi
客户	客戶	ke4hu4	kèhù	khách hàng
客气	客氣	ke4qi5	kèqi	khách sáo; lịch sự
客厅	客廳	ke4ting1	kètīng	phòng khách
课题	課題	ke4ti2	kètí	đề tài; vấn đề (nghiên cứu)
肯定	肯定	ken3ding4	kěndìng	khẳng định; chắc chắn
